,Name,Rating,Style,Blend,Vintage,Appellation,ABV,Price,Reviewed By,Reviewed,Perfect For,Drink If You Like,Review,image,link,Variety,Review Updated
242,Dogwood & Thistle Oppenlander Vineyard Pinot Noir 2018,93,Red,,2018,Mendocino CountyNorth Coast California USA,13.4%,$38.00,Keith Beavers,,"End of Day Sipping,Impressing On A Budget,Wine And Cheese Night","Merlot, Pinot Noir , Sangiovese","This is how it’s done! Pinot has so much to offer when the alcohol and oak are in check. Bright berry fruit, along with some comfy depth. The acidity is just right, balancing the wine from its core. It smells like cherries and mocha with a whiff of soil, but this wine is all about texture.",https://vinepair.com/wp-content/uploads/2021/01/winereview_card_dogwoodthistle_pinotnoir.jpg,https://vinepair.com/review/dogwood-thistle-oppenlander-vineyard-pinot-noir/,Pinot Noir,2021-01-20
243,Smoky Rose Cellars Stainless Steel Chardonnay 2020,88,White,,2020,Walla Walla ValleyWashington USA,13.1%,$35.00,Keith Beavers,2022-05-13,"Dinner Parties,Host/Hostess Gifting,Wine And Cheese Night","Albariño, Chardonnay , Chenin Blanc",Smoky Rose has an awesome story. A military family fell in love with wine and turned their skills into a winery located in the Walla Walla Valley AVA of Washington State. It’s good they did! This Chardonnay is focused. It has a sharp-angled nose with some tart fruit (citrus?) aromas and a sherry-like vibe. The palate is lean and crisp with minimal fruit but it's all about the minerality with this wine. It is very refreshing. Good stuff.,https://vinepair.com/wp-content/uploads/2022/05/buy-this-booze-chardonnay-card-smokey-rose-1.jpg,https://vinepair.com/review/smoky-rose-cellars-stainless-steel-chardonnay/,Chardonnay,
244,Albert Bichot 'Secret de Famille' Bourgogne Cote d'Or Chardonnay 2017,"92
2021 Top 50",White,,2017,Côte d'Or,13%,$24.00,Keith Beavers,,"Date Night,Dinner With The Parents,Wine And Cheese Night","Albariño, Chardonnay , Chenin Blanc",A Chardonnay that is as crisp and refreshing as it is deep and luscious. There is no oak here. Just clean lines of structure with some smells of sliced apples and fancy bistro butter. This is a great example of the grape from its home.,https://vinepair.com/wp-content/uploads/2021/09/btbchardonnay_albertbichotsecret_card.jpg,https://vinepair.com/review/albert-bichot-secret-de-famille-bourgogne-cote-dor-chardonnay/,Chardonnay,2021-11-29
245,Robert Hall Winery Cabernet Sauvignon 2019,90,Red,,2019,Paso RoblesSan Luis Obispo County Central Coast California USA,14.5%,$20.00,Keith Beavers,,"Cooking And Sipping,Dinner Parties,Host/Hostess Gifting","Cabernet Franc, Cabernet Sauvignon , Merlot","When business entrepreneur Robert Hall opened his winery in 1999, he brought on winemaker Don Brady. And together they grew to be the fifth largest winery in Paso Robles. Don has a magic touch because the quality of this wine for the price is awesome. Nice, juicy blackberries on the nose with a hint of pepper wake up the senses. The palate is soft and supple with mild tannins around the edges. This is a great weeknight Cab for those hump day steak nights.",https://vinepair.com/wp-content/uploads/2022/06/buy-this-booze-cabernet-sauvignon-card-robert-hall.jpg,https://vinepair.com/review/robert-hall-winery-cabernet-sauvignon-2/,Cabernet Sauvignon,2022-06-09
246,Bodegas Borsao Tres Picos Garnacha 2019,88,Red,,2019,Spain,15%,$17.00,Keith Beavers,2021-02-22,"Backyard BBQs,Dinner Parties,Party Wine","Grenache, Malbec , Syrah / Shiraz","Solid, big, and dark with good weight on the palate. The alcohol is high but well-integrated. It smells like spices and vanilla and is ready for BBQ.",https://vinepair.com/wp-content/uploads/2021/02/trespicos_review_card.jpg,https://vinepair.com/review/bodegas-borsao-tres-picos-garnacha/,Grenache,
247,VIK 'Milla Cala' 2019,90,Red,"Cabernet Sauvignon, Cabernet Franc, Carignan, Merlot, Syrah / Shiraz",2019,Cachapoal ValleyRapel Valley Central Valley Chile,14%,$45.00,Keith Beavers,2022-04-07,"Dinner Parties,Steak Dinner,Wine And Cheese Night","Cabernet Franc, Carménère , Malbec","The fruit is deep on the nose with a high tone of peppery (jalapeno?) goodness wafting from the glass. On the palate, the wine has a seamless balance. The natural acidity is wonderful, coming in just right to lift up the fruit, which still maintains its depth.",https://vinepair.com/wp-content/uploads/2022/04/btb-red-blends-card-milla-cala.jpg,https://vinepair.com/review/vik-milla-cala/,,
248,Neyers Vineyards Chardonnay 2018,90,White,,2018,Carneros (Sonoma)Sonoma County North Coast California USA,14.1%,$28.00,Keith Beavers,,"Dinner Parties,Dinner With The Parents,Wine And Cheese Night","Albariño, Chardonnay , Chenin Blanc","Big ol’ grippy and deep Chardonnay that is balanced by very good natural acidity. If it was any heavier, it would be too much. It sits on the edge, smelling like fancy French butter and toasted vanilla. This is a great wine for a food and is a potential star at the dinner party.",https://vinepair.com/wp-content/uploads/2021/09/btbchardonnay_neyers_card.jpg,https://vinepair.com/review/neyers-vineyards-chardonnay/,Chardonnay,2021-09-08
249,Kir-Yanni Akakies Sparkling Rosé 2021,92,Sparkling Rosé,,2021,Amyndeon,12.0%,$18.00,Keith Beavers,2022-06-02,"Boozy Beach Trips,Dinner Parties,Rosé All Day","Chardonnay, Chenin Blanc , Pinot Noir","In northwestern Greece in Macedonia, there is a wine region called Amyndeon; high in the mountains where Kir-Yianni sources the native Xinomavro grape for this sparkling wine. The site is known to produce grapes best for rosé. Well, this winemaker took it a step further and made it bubbly. Fire engine red with notes of ripe strawberries and a whisper of anise, it has great depth of fruit with very active yet soft perlage (bubbles). The depth of this wine screams for food, stat. Fry up some fish and pop a few of these.",https://vinepair.com/wp-content/uploads/2022/06/buy-this-booze-sparkling-rose-2022-card-akakies.jpg,https://vinepair.com/review/kir-yanni-akakies-sparkling-rose/,Xinomavro,
250,Kokomo Winery Peters Vineyard Chardonnay 2019,93,White,,2019,Sonoma CountyNorth Coast California USA,14.00%,$32.00,Keith Beavers,2022-05-13,"Dinner Parties,End of Day Sipping,Wine And Cheese Night","Albariño, Chardonnay , Chenin Blanc","When you sip this wine your brain will just be like, yep. You won’t even have to think. Everything here is in its right place. The quick waft of barnyard upon first nosing (fancy word for smelling) is a comforting earthy vibe. The focused herb-like character pops up and balances the depth, allowing for a channel of minerality to come through and brighten all of it up. And that’s just the nose. The natural acidity on the palate is active and pronounces a wonderful depth emanating from the core of the fruit. The depth is undeniable due to that bright note. What a great wine.",https://vinepair.com/wp-content/uploads/2022/05/buy-this-booze-chardonnay-card-kokomo.jpg,https://vinepair.com/review/kokomo-winery-peters-vineyard-chardonnay/,Chardonnay,
251,Pollak Vineyards Pinot Grigio 2021,92,White,,2021,MonticelloVirginia USA,12.5%,$25.00,Keith Beavers,2022-07-26,"Dinner Parties,Drinking Outside the Lines,Wine And Cheese Night","Pinot Gris / Grigio, Sauvignon Blanc , Trebbiano (Ugni Blanc)","OK, listen up. Virginia is in the building, and it's time to say hi. Margo and David Pollak own the Pollak Vineyards winery in Crozet, Va,, just outside of Charlottesville. For California winemakers to come to the Commonwealth to have a go at winemaking is about as ambitious as it gets. Thankfully, they did. This is one of the most unique Pinot Grigio wines out there. It has a nose of muddled raspberries and waxy citrus peel. The palate is alive and active with a wonderful wealth of natural acidity balancing a sweetness that cannot be ignored. There is so much balance here. It’s a wine that begins to define the style of this wine region.",https://vinepair.com/wp-content/uploads/2022/07/btb-best-pinot-grigio-card-Pollak-Vineyards-Pinot-Gris.jpg,https://vinepair.com/review/pollak-vineyards-pinot-grigio/,Pinot Gris / Grigio,
252,Barnard Griffin Rob's Red Blend 2018,88,Red,"Merlot, Cabernet Sauvignon, Syrah / Shiraz",2018,WashingtonUSA,13.8%,$13.00,Keith Beavers,2021-03-04,"Impressing On A Budget,Relaxing After Work,Weekday Dinner Pairings","Merlot, Pinot Noir , Syrah / Shiraz","Oaky with smells of vanilla and wood. Good, active acidity. Smooth tannins weaving together for a seamless pizza night.",https://vinepair.com/wp-content/uploads/2021/03/review_barnardgriffin_card.jpg,https://vinepair.com/review/barnard-griffin-robs-red-blend/,,
253,Charles Heidsieck Brut Réserve NV,92,Sparkling White,"Chardonnay, Pinot Meunier, Pinot Noir",NV,ChampagneFrance,12%,$59.00,Keith Beavers,2020-12-01,"Dinner Parties,Holiday Meals,Treat Yo'self","Chardonnay, Chenin Blanc , Pinot Noir","This is a classic Champagne. Deep on the palate, it's rich and creamy. It smells like fresh bread and a hint of baked apples. This wine will impress every guest at a dinner before, during, or after the meal.",https://vinepair.com/wp-content/uploads/2020/11/winereview_internal_charlesheidsieck.jpg,https://vinepair.com/review/charles-heidsieck-brut-reserve/,,
254,Koncho & Co Kisi Qvevri 2019,90,White,,2019,Georgian Republic,13%,$20.00,Keith Beavers,2022-07-11,"Drinking Outside the Lines,Sounding Like A Wine Pro,Wine And Cheese Night","Albariño, Chenin Blanc , Pinot Gris / Grigio","Mtsvane Kakhuri translates to green from Kakhuri. It is an old (like 5th century AD old), native Georgian grape coming from the Kakheti region of the country in the southeast. Although it makes dry citrus-focused white wine with crisp acidity and some tropical vibes when it’s made in the orange/amber hue it transforms. This wine is minty with some spice that may be agave and some honey. The palate is vibrant with great acidity showing a little bit of pepper. It has depth but is very refreshing.",https://vinepair.com/wp-content/uploads/2022/07/buy-this-booze-orange-wines-card-kisi.jpg,https://vinepair.com/review/koncho-co-kisi-qvevri/,,
255,Ca' Di Prata Valdobbiadene Prosecco Superiore DOCG Extra Dry NV,91,Sparkling White,,NV,Conegliano Valdobbiadene ProseccoVeneto Italy,11.5%,$18.00,Keith Beavers,2022-02-15,"Impressing On A Budget,Indian Food,Popping Bottles","Glera, Pinot Blanc , Pinot Gris / Grigio",Prosecco can be very angular and crisp but can also be soft and creamy like this bottle. You get calm bubbles with sweet floral notes on the nose that translates to the palate. You might even be reminded of the concentrated sweetness of a Meyer lemon and freshly sliced apples. The pillowy mousse vibes of the wine mask the acidity but it’s always there in the background doing the work of keeping the wine balanced. This is also a true bang for your buck.,https://vinepair.com/wp-content/uploads/2022/02/btb-prosecco_card_cadiprata.jpg,https://vinepair.com/review/ca-di-prata-valdobbiadene-prosecco-superiore-docg-extra-dry/,Glera,
256,Pere Ventura Vintage Brut Gran Reserva Rosé Cava 2014,89,Sparkling Rosé,,2014,CavaCatalonia Spain,12%,$60.00,Keith Beavers,,"Holiday Meals,Starting The Night,Treat Yo'self","Brachetto, Grenache , Pinot Noir",Beneath the soft bubbles are the aromas of strawberries and yogurt. The palate is creamy with a slight tartness. This is a great bottle to start the evening.,https://vinepair.com/wp-content/uploads/2020/12/pereventurabrutrosecava_2014_card.jpg,https://vinepair.com/review/pere-ventura-vintage-brut-gran-reserva-rose-cava/,Pinot Noir,2020-12-11
257,Pierre Peters Blanc de Blancs Cuvée Reserve NV,96,White,,NV,ChampagneFrance,12%,$63.00,Tim McKirdy,2020-12-09,"Popping Bottles,Sounding Like A Wine Pro,Treat Yo'self","Chardonnay, Sparkling Wine","Inspired by the Solera method, Pierre Peters Champagne House began its journey of incorporating more than 20 vintages into their reserve wine in 1988. This Blanc de Blancs contains 40 percent reserve wine and is exclusively composed of Chardonnay from Grand Cru villages in the Côte des Blancs. This grower Champagne is rich with a balanced mix of toasted brioche and vanilla notes. It rounds a corner, introducing perfectly ripe green apple and finished with a spritz of Meyer lemon oil. The quality of the fruit used is clearly high in this lavish and full of flavor Cuvée.",https://vinepair.com/wp-content/uploads/2020/12/btb_champagne_card_pierrepeters.jpg,https://vinepair.com/review/pierre-peters-blanc-de-blancs-cuvee-reserve/,Chardonnay,
258,Chateau Cantemerle Haut-Medoc 2016,89,Red,"Cabernet Sauvignon, Cabernet Franc, Merlot",2016,MédocBordeaux France,13%,$55.00,Keith Beavers,2021-11-22,"Dinner Parties,Steak Dinner,Wine And Cheese Night","Cabernet Franc, Merlot , Petit Verdot",This wine is on the leaner side and smells of white pepper and berries underneath river rock minerality. It has good texture; the tannins are there but overpowering — letting the mild fruit core shine.,https://vinepair.com/wp-content/uploads/2021/11/btbbordeaux_card_cantmerle.jpg,https://vinepair.com/review/chateau-cantemerle-haut-medoc/,,
259,Ruinart Brut Rosé NV,92,Rosé,"Pinot Noir, Chardonnay",NV,ChampagneFrance,12.5%,$89.00,Tim McKirdy,2020-12-09,,"Rosé, Sparkling Wine","With a deep history, Ruinart Brut Rosé was one of the first rosé Champagnes to be produced in the 18th century. The Pinot Noir is from vineyards in Montagne de Reims and the Vallée de la Marne. Roughly one-fifth is made into red wine while 20 to 25 percent comes from reserve wines from the previous two years. Notes of strawberry and cherry shine and are complemented with a hint of vanilla pod. The Chardonnay, from vineyards in Côte des Blancs and Montagne de Reims, adds a steely structure and mouth-watering acidity.",https://vinepair.com/wp-content/uploads/2020/12/btb_champagne_card_ruinartchampagne.jpg,https://vinepair.com/review/ruinart-brut-rose/,,
260,Merry Edwards Russian River Valley Sauvignon Blanc 2020,88,White,,2020,Russian River ValleySonoma County North Coast California USA,14%,$48.00,Keith Beavers,2022-07-19,"All-Day Sipping,Date Night,Summer Sipping","Assyrtiko, Sauvignon Blanc , Verdejo","Merry Edwards is a legacy winery in Sonoma. If you drive by Sabastapol, you can’t miss the tasting room right off the main road. Focusing on terroir-driven Pinot Noir from its inception, they have since expanded to Chardonnay and eventually Sauvignon Blanc. This bottle is a very unique example of this grape. It’s more heady than light. There is an earthiness to the nose with a deep waxy vibe. There are some floral notes as well, but they are subtle. That earthiness brings some weight on the palate, which is balanced by solid acidity.",https://vinepair.com/wp-content/uploads/2022/07/sauvignon-blanc-card-Merry-Edwards-Russian-River-Valley-Sauvignon-Blanc.jpg,https://vinepair.com/review/merry-edwards-russian-river-valley-sauvignon-blanc/,Sauvignon Blanc,
261,Long Meadow Ranch Pinot Gris 2018,"91
2021 Top 50",White,,2018,Anderson ValleyMendocino County North Coast California USA,13%,$35.00,Keith Beavers,,"Drinking Outside the Lines,End of Day Sipping,Wine And Cheese Night","Pinot Gris / Grigio, Verdejo , Viura / Macabeo","Smells like crisp, freshly-sliced pears and white flower petals. The palate has great balance, with active natural acidity winding through the wine. This wine is perfect for a late afternoon with good friends and some nibbles.",https://vinepair.com/wp-content/uploads/2021/11/50-best-wines-2021_card_wine-33.jpg,https://vinepair.com/review/long-meadow-ranch-pinot-gris/,Chardonnay,2021-11-17
262,Justin Vineyards & Winery Sauvignon Blanc 2020,88,White,,2020,Paso RoblesSan Luis Obispo County Central Coast California USA,14.5%,$15.00,Keith Beavers,,"Host/Hostess Gifting,Pleasing A Crowd,Wine And Cheese Night","Albariño, Pinot Gris / Grigio , Sauvignon Blanc","Smells like honey and wax with a whiff of very ripe pears. The mouth is full, with a slight grip. There is a very slight bitter note on the finish, but the round medium acidity and quiet depth make up for that. This is a cheese plate wine.",https://vinepair.com/wp-content/uploads/2021/08/btbsauvignonblanc_justinvineyardswinerysauvignonblanc2020_card.jpg,https://vinepair.com/review/justin-vineyards-winery-sauvignon-blanc-2/,Sauvignon Blanc,2021-08-10
263,Nomen Malbec 2018,88,Red,,2018,Columbia ValleyWashington USA,14%,$15.00,Keith Beavers,2021-01-26,"Netflix And Chill,Pizza Night,Take-Out Night","Malbec, Merlot , Pinot Noir","This is an easy drinking, no-fuss red with juicy fruit and good acidity. It has a slight tannic grip which is a nice contrast to the dark fruit. Buy a case of this to have on hand for a casual Netflix and chill or a pizza night.",https://vinepair.com/wp-content/uploads/2021/01/winereview_card_nomen_malbec.jpg,https://vinepair.com/review/nomen-malbec/,Malbec,
264,Early Mountain Quaker Run Vineyard Chardonnay 2019,94,White,,2019,VirginiaUSA,12.7%,$39.00,Keith Beavers,2022-05-13,"Host/Hostess Gifting,Sipping Without Food,Wine And Cheese Night","Albariño, Chardonnay , Chenin Blanc","It’s time. Virginia is here. The wine scene in the Commonwealth is firing on all cylinders and all the work of the past few decades has borne awesome fruit…literally. Early Mountain is one of many skilled wineries in Virginia and a great place to start getting into the wines from here. This Chardonnay is as balanced as it gets. This wine is less about aroma than it is about texture. It’s a joy to drink. The nose is soft and rich with a hint of some wet rock minerality, pure harmony. On the palate the laser sharp acidity races through the wine, lifting its depth in just the right places and making for a complete mouthfeel experience. You could eat with this wine, but you could also just sit with it and a friend and watch it open.",https://vinepair.com/wp-content/uploads/2022/05/buy-this-booze-chardonnay-card-early-mountain.jpg,https://vinepair.com/review/early-mountain-quaker-run-vineyard-chardonnay/,Chardonnay,
265,Mt. Brave Cabernet Sauvignon 2018,90,Red,,2018,Mount VeederNapa Valley Napa County North Coast California USA,14.5%,$100.00,Keith Beavers,,"Long-Term Aging,Steak Dinner,Winning Over the Boss","Cabernet Franc, Cabernet Sauvignon , Merlot","Chris Carpenter, founder of Mt. Brave, came to wine country via Chicago with a marketing degree. Before he knew it, he was at UC Davis and then off to Italy working with the Antinori family and studying in Umbria. He has taken this experience and applied it to the soils of Mount Veeder, making wine that respects the history of the place. And man does it work. This Cabernet Sauvignon is a mountain powerhouse. It could definitely use time in the bottle. With very deep dark blackberry fruit and good natural acidity (Mountain fruit often has great acidity) it could be enjoyed now but with significant protein.",https://vinepair.com/wp-content/uploads/2022/06/buy-this-booze-cabernet-sauvignon-card-mt-brave.jpg,https://vinepair.com/review/mt-brave-cabernet-sauvignon/,Cabernet Sauvignon,2022-06-09
266,Robert Hall Sauvignon Blanc 2021,89,White,,2021,Paso RoblesSan Luis Obispo County Central Coast California USA,13.5%,$18.00,Keith Beavers,2022-07-19,"All-Day Sipping,Impressing On A Budget,Popping Bottles","Assyrtiko, Sauvignon Blanc , Verdejo","Robert Hall and winemaker Don Brady, joined later by Amanda Gorter in 2016, have been making a name for themselves in Paso Robles for decades. They have a saying at the winery — “Good Life. Well Earned” — and this comes through in the wines. They are solid, affordable, and widely available. This Sauvignon Blanc is as solid as it gets. Typical tropical fruit vibes on the nose, very Cali, and a palate that is refreshing with an abundance of acidity. It’s very affordable, and with this kind of quality for the price, you’ll keep coming back.",https://vinepair.com/wp-content/uploads/2022/07/sauvignon-blanc-card-Robert-Hall-Sauvignon-Blanc.jpg,https://vinepair.com/review/robert-hall-sauvignon-blanc/,Sauvignon Blanc,
267,Intrinsic Sauvignon Blanc 2020,90,White,,2020,Columbia ValleyWashington USA,13%,$20.00,Keith Beavers,,"All-Day Sipping,Impressing On A Budget,Popping Bottles","Pinot Gris / Grigio, Sauvignon Blanc , Verdejo","Smells like freshly cut tropical fruits like kiwis, mangos, and a hint of oranges. The palate is extremely balanced, with good and active natural acidity. This is just a straight-up solid as hell Savvy B for any occasion.",https://vinepair.com/wp-content/uploads/2021/08/btbsauvignonblanc_intrinsicsauvignonblanc2020_card.jpg,https://vinepair.com/review/intrinsic-sauvignon-blanc/,Sauvignon Blanc,2021-08-10
268,Garesio Barbera d'Asti Superiore Nizza DOCG 2017,88,Red,,2017,AlbaPiedmont Italy,14.5%,$29.00,Keith Beavers,2021-01-21,"Dinner Parties,Pizza Night,Weekday Dinner Pairings","Barbera, Dolcetto , Merlot","Soft fruit with an earthy vibe. It smells like balsamic and cherries, with a whiff of soil. The acidity is just right, maintaining some depth. Great pasta night wine.",https://vinepair.com/wp-content/uploads/2021/01/ooLGbTb8.jpg,https://vinepair.com/review/garesio-barbera-dasti-superiore-nizza-docg/,Barbera,
269,Alpha Estate Single Vineyard 'Turtles' Malagouzia 2019,89,White,,2019,Greece,13%,$19.00,Keith Beavers,2021-02-11,"All-Day Sipping,Boozy Beach Trips,Starting The Night","Chenin Blanc, Melon de Bourgogne , Pinot Gris / Grigio",Rich and refreshing at the same time. It has a nice depth and smells like honey and sun lotion with a slice of pear. This wine is a sunny day in a bottle and would be awesome paired with a fresh catch.,https://vinepair.com/wp-content/uploads/2021/02/winereview_card_alphaestate_malagouzia_turtles.jpg,https://vinepair.com/review/alpha-estate-single-vineyard-turtles-malagouzia-2/,Malagousia,
270,Laurent-Perrier Brut Millésimé 2008,93,Sparkling White,"Chardonnay, Pinot Noir",2008,ChampagneFrance,12%,$65.00,Tim McKirdy,2020-12-09,"Date Night,Popping Bottles,Wine And Cheese Night","Chardonnay, Sparkling Wine","Aged for 10 years on its lees, this wine is stunning with a fine effervescence. Equal parts Chardonnay and Pinot Noir bring out pear and cherry notes with lively acidity and delicate minerality. This wine has remarkable aging potential. At this price, we urge you to give in to the temptation and buy two — one to indulge in now and another to savor in a few more years.",https://vinepair.com/wp-content/uploads/2020/12/btb_champagne_card_laurentperrier.jpg,https://vinepair.com/review/laurent-perrier-brut-millesime/,,
271,Lavis Classic Sauvignon Trentino DOC 2021,90,White,,2021,Trentino-Alto AdigeItaly,12.5%,$14.00,Keith Beavers,2022-07-19,"All-Day Sipping,Dinner Parties,Impressing On A Budget","Assyrtiko, Sauvignon Blanc , Verdejo","Wines from mountain vines are said to be made from “mountain fruit."" They grow at such elevations that the grapes retain a good amount of acidity while still benefitting from plentiful sun exposure. This results in expressive and crisp wines. This Sauvignon Blanc was made from such mountain fruit. There are unmistakable mineral notes on the nose, along with a tart pop of tropical fruit. The palate is soft from the sun but crisp from the elevation. There's good natural acidity and a comfy, creamy mouthfeel.",https://vinepair.com/wp-content/uploads/2022/07/sauvignon-blanc-card-Lavis-Classic-Sauvignon-Trentino-DOC.jpg,https://vinepair.com/review/lavis-classic-sauvignon-trentino-doc/,Sauvignon Blanc,
272,Raptor Ridge Temperance Hill Vineyard Pinot Noir 2018,90,Red,,2018,Willamette ValleyOregon USA,13.8%,$50.00,Keith Beavers,2022-03-02,"Dinner Parties,Treat Yo'self,Wine And Cheese Night","Gamay, Merlot , Pinot Noir",This wine is like a wonderful quilt of Pinot Noir selected from different slopes with different exposures. The soil is awesomely chaotic and may even be a bit volcanic. To be able to blend from these sites must be fun because we are digging results. Beautiful bright berry fruit with a little bit of ripe cherry and a hint of vanilla from oak on the nose. The palate is also bright with active acidity and a juicy lively vibe.,https://vinepair.com/wp-content/uploads/2022/02/btbpinotnoir_card_raptorridge.jpg,https://vinepair.com/review/raptor-ridge-temperance-hill-vineyard-pinot-noir/,Pinot Noir,
273,Schlink Haus Silvaner Eiswein 2016,94,White Dessert Wine,,2016,NaheGermany,11.5%,$64.00,Keith Beavers,2022-02-08,"Drinking Outside the Lines,Sounding Like A Wine Pro,Wine And Cheese Night","Moschofilero, Müller-Thurgau , Muscat / Moscato","On the banks of the Nahe river, some of the oldest wine villages in Germany are still making great wine today. We mostly see fresh, crisp Riesling from this region but it’s not the only grape in this almost-ancient place. Silvaner is another native variety of southern Germany that doesn't get as much attention as Riesling. As a dessert wine, this dry mineral-driven wine shows its deeper, complex side. This sweet Silvaner has a beautiful amber color with hints of butterscotch on the nose and even a saline vibe. The depth of the wine feels endless and a hint of Sherry-like oxidation adds to the complexity.",https://vinepair.com/wp-content/uploads/2022/02/buy-this-booze-sweet-wine_card_schlink.jpg,https://vinepair.com/review/schlink-haus-silvaner-eiswein/,Silvaner,
274,Mezzacorona 'Dinotte' Red Blend 2019,88,Red,"Merlot, Marzemino",2019,Vigneti delle DolomitiTrentino-Alto Adige Italy,13%,$10.00,Keith Beavers,2021-03-04,"Dinner Parties,Pleasing A Crowd,Weekday Dinner Pairings","Merlot, Pinot Noir , Sangiovese",Bright and concentrated. It has a good moderate core of fruit. Wonderful acidity holding the wine in place as you sip with pork chops on a weeknight.,https://vinepair.com/wp-content/uploads/2021/03/review_mezzacorona_card.jpg,https://vinepair.com/review/mezzacorona-dinotte-red-blend/,,
275,Santa Julia Tardío Late Harvest Torrontés 2019,89,White Dessert Wine,,2019,Argentina,13.5%,$13.00,Keith Beavers,2022-02-08,"Drinking Outside the Lines,End of Day Sipping,Wine And Cheese Night","Moschofilero, Muscat / Moscato , Torrontes","Torrontés as a dry white wine can be perceived as sweet and very aromatic. Argentina’s most popular white grape is seeing a renaissance right now and for good reason. This variety can really make a get-together fun with its personality in the glass. Here, as a dessert wine, the sweetness is amped up. But because of the grape’s bracing natural acidity, it does not become cloying on the palate. Although this wine is not very complex, its natural sweetness shines through. It’s a great end of day or meal sipper with some mild cheeses.",https://vinepair.com/wp-content/uploads/2022/02/buy-this-booze-sweet-wine_card_santajulia.jpg,https://vinepair.com/review/santa-julia-tardio-late-harvest-torrontes/,Torrontes,
276,Banshee Wines Banshee Sonoma County Rosé 2021,90,Rosé,"Pinot Noir, Carignan, Muscat / Moscato, Sangiovese, Syrah / Shiraz, Zinfandel",2021,Mendocino CountyNorth Coast California USA,13.3%,$22.00,Keith Beavers,2022-05-17,"Backyard BBQs,Popping Bottles,Rosé All Day","Albariño, Chardonnay , Pinot Gris / Grigio","Coming from the diverse climes of Mendocino in Northern California, this heady and refreshing rosé will make your head spin when looking at the blend. There are seven varieties in this wine and each one puts in work because this is a very enjoyable rosé. It’s refreshing and, at the same time, heady and tart. It smells like strawberry jam. The palate is filled with bracing acidity, and the fruit widens from one end of your glass to the other.",https://vinepair.com/wp-content/uploads/2022/05/buy-this-booze-top-roses-2022-card-banshee.jpg,https://vinepair.com/review/banshee-wines-banshee-sonoma-county-rose/,,
277,Domaine Skouras Megas Oenos 2017,89,Red,"Agiorgitiko, Cabernet Sauvignon",2017,PeloponneseGreece,13.9%,$40.00,Keith Beavers,2022-04-07,"Drinking Outside the Lines,Holiday Meals,Wine And Cheese Night","Agiorgitiko, Cabernet Sauvignon , Merlot","The nose of this wine is a bit shy with muted fruit. But the fruit that is there, and shows up on the palate with a soft, supple mouthfeel. There are no real tannins present, and the fruit depth is balanced by good natural acidity, keeping this big wine refreshing.",https://vinepair.com/wp-content/uploads/2022/04/btb-red-blends-card-skouras.jpg,https://vinepair.com/review/domaine-skouras-megas-oenos/,,
278,Grounded Wine Co. Steady State Cabernet Sauvignon 2019,91,Red,,2019,CaliforniaUSA,14.5%,$50.00,Keith Beavers,,"Dinner With The Parents,Steak Dinner,Wine And Cheese Night","Cabernet Franc, Cabernet Sauvignon , Merlot","Even though Josh Phelps grew up in wine country and in a winemaking family, he still worked from the ground up. He sold wine, worked the land with his family during harvests, and assisted his father in winemaking. For him, this label is his way of showing us what he’s learned and what comes next. His Cabernet Sauvignon is an excellent example of the journey ahead. This wine has classic Cab notes on the nose, but it’s the body of the wine that lingers in your brain. Soft and tannic with great acidity to keep it balanced, this wine feels full and voluminous on your palate. It’s the kind of Cab that will please varying palates.",https://vinepair.com/wp-content/uploads/2022/06/buy-this-booze-cabernet-sauvignon-card-steady-state.jpg,https://vinepair.com/review/grounded-wine-co-steady-state-cabernet-sauvignon/,Cabernet Sauvignon,2022-06-09
279,Louis Roederer Collection 242 Brut NV,92,Sparkling White,"Chardonnay, Pinot Meunier, Pinot Noir",NV,ChampagneFrance,12.5%,$65.00,Keith Beavers,,"Popping Bottles,Spicy Pairings,Wine And Cheese Night","Chardonnay, Pinot Meunier , Pinot Noir","Grippy and savory, this is not a very fruit-forward bubbly. The texture rules this wine, with tight bubbles and a lower stratosphere of saltiness below the effervescence. It's a great wine for some serious fromage.",https://vinepair.com/wp-content/uploads/2021/12/btbchampagne_card_louisroederer242.jpg,https://vinepair.com/review/louis-roederer-collection-brut/,,2021-12-22
280,Intrinsic Red Blend 2019,89,Red,"Cabernet Franc, Malbec",2019,Columbia ValleyWashington USA,13.9%,$25.00,Keith Beavers,2022-04-07,"Backyard BBQs,Impressing On A Budget,Starting The Night","Cabernet Franc, Malbec , Merlot","This wine is great for the price. It has a juicy nose with some berry aromas. There is a nice peppery note that breaks up the sweetness. The palate is plush with a cloud of balanced acidity the wine seems to rest on. This is just a good, juicy fun red wine.",https://vinepair.com/wp-content/uploads/2022/04/btb-red-blends-card-intrinsic.jpg,https://vinepair.com/review/intrinsic-red-blend-3/,,
